,Code,year,month,CO2Value,Name,Country,Latitude,Longitude,Elevation (meters),Time from GMT
13693,SEY,1995,73,57.58,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13694,SEY,1995,83,57.98,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13695,SEY,1995,93,57.78,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13696,SEY,1995,10,357.94,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13697,SEY,1995,11,358.86,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13698,SEY,1995,12,358.86,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13699,SEY,1996,13,59.12,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13700,SEY,1996,23,60.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13701,SEY,1996,33,60.36,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13702,SEY,1996,43,58.96,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13703,SEY,1996,53,58.52,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13704,SEY,1996,63,58.72,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13705,SEY,1996,73,59.64,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13706,SEY,1996,83,61.01,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13707,SEY,1996,93,61.28,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13708,SEY,1996,10,361.46,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13709,SEY,1996,11,362.36,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13710,SEY,1996,12,362.52,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13711,SEY,1997,13,62.77,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13712,SEY,1997,23,64.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13713,SEY,1997,33,64.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13714,SEY,1997,43,62.30,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13715,SEY,1997,53,61.53,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13716,SEY,1997,63,62.32,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13717,SEY,1997,73,62.29,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13718,SEY,1997,83,62.18,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13719,SEY,1997,93,62.59,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13720,SEY,1997,10,363.61,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13721,SEY,1997,11,364.51,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13722,SEY,1997,12,364.80,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13723,SEY,1998,13,65.04,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13724,SEY,1998,23,65.77,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13725,SEY,1998,33,66.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13726,SEY,1998,43,65.82,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13727,SEY,1998,53,64.84,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13728,SEY,1998,63,64.86,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13729,SEY,1998,73,65.32,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13730,SEY,1998,83,65.94,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13731,SEY,1998,93,65.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13732,SEY,1998,10,365.37,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13733,SEY,1998,11,365.77,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13734,SEY,1998,12,366.25,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13735,SEY,1999,13,66.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13736,SEY,1999,23,67.78,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13737,SEY,1999,33,68.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13738,SEY,1999,43,66.59,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13739,SEY,1999,53,65.56,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13740,SEY,1999,63,66.25,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13741,SEY,1999,73,66.69,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13742,SEY,1999,83,66.85,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13743,SEY,1999,93,67.03,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13744,SEY,1999,10,366.93,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13745,SEY,1999,11,366.70,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13746,SEY,1999,12,367.34,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13747,SEY,2000,13,68.62,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13748,SEY,2000,23,69.98,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13749,SEY,2000,33,69.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13750,SEY,2000,43,67.74,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13751,SEY,2000,53,67.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13752,SEY,2000,63,67.51,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13753,SEY,2000,73,67.63,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13754,SEY,2000,83,67.30,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13755,SEY,2000,93,67.43,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13756,SEY,2000,10,368.21,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13757,SEY,2000,11,369.12,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13758,SEY,2000,12,370.01,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13759,SEY,2001,13,70.97,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13760,SEY,2001,23,71.03,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13761,SEY,2001,33,69.76,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13762,SEY,2001,43,68.65,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13763,SEY,2001,53,68.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13764,SEY,2001,63,69.26,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13765,SEY,2001,73,69.87,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13766,SEY,2001,83,70.12,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13767,SEY,2001,93,70.19,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13768,SEY,2001,10,370.41,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13769,SEY,2001,11,370.13,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13770,SEY,2001,12,370.15,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13771,SEY,2002,13,72.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13772,SEY,2002,23,73.51,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13773,SEY,2002,33,72.83,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13774,SEY,2002,43,71.34,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13775,SEY,2002,53,70.89,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13776,SEY,2002,63,71.74,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13777,SEY,2002,73,72.29,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13778,SEY,2002,83,72.40,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13779,SEY,2002,93,72.54,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13780,SEY,2002,10,372.92,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13781,SEY,2002,11,373.29,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13782,SEY,2002,12,373.77,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13783,SEY,2003,13,74.76,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13784,SEY,2003,23,75.64,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13785,SEY,2003,33,76.19,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13786,SEY,2003,43,75.58,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13787,SEY,2003,53,73.75,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13788,SEY,2003,63,73.64,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13789,SEY,2003,73,74.61,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13790,SEY,2003,83,74.67,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13791,SEY,2003,93,74.22,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13792,SEY,2003,10,374.25,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13793,SEY,2003,11,374.98,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13794,SEY,2003,12,375.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13795,SEY,2004,13,76.75,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13796,SEY,2004,23,77.70,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13797,SEY,2004,33,77.78,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13798,SEY,2004,43,76.35,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13799,SEY,2004,53,74.97,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13800,SEY,2004,63,75.33,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13801,SEY,2004,73,75.99,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13802,SEY,2004,83,76.09,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13803,SEY,2004,93,76.09,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13804,SEY,2004,10,376.05,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13805,SEY,2004,11,375.94,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13806,SEY,2004,12,376.79,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13807,SEY,2005,13,78.33,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13808,SEY,2005,23,79.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13809,SEY,2005,33,79.80,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13810,SEY,2005,43,77.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13811,SEY,2005,53,77.05,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13812,SEY,2005,63,78.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13813,SEY,2005,73,78.32,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13814,SEY,2005,83,78.41,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13815,SEY,2005,93,78.52,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13816,SEY,2005,10,378.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13817,SEY,2005,11,378.69,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13818,SEY,2005,12,379.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13819,SEY,2006,13,81.23,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13820,SEY,2006,23,82.10,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13821,SEY,2006,33,81.57,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13822,SEY,2006,43,80.10,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13823,SEY,2006,53,79.12,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13824,SEY,2006,63,79.18,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13825,SEY,2006,73,79.74,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13826,SEY,2006,83,80.10,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13827,SEY,2006,93,80.25,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13828,SEY,2006,10,380.16,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13829,SEY,2006,11,380.41,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13830,SEY,2006,12,381.27,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13831,SEY,2007,13,82.37,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13832,SEY,2007,23,82.76,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13833,SEY,2007,33,81.37,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13834,SEY,2007,43,80.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13835,SEY,2007,53,81.51,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13836,SEY,2007,63,81.86,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13837,SEY,2007,73,81.97,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13838,SEY,2007,83,82.22,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13839,SEY,2007,93,82.16,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13840,SEY,2007,10,382.15,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13841,SEY,2007,11,382.57,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13842,SEY,2007,12,383.80,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13843,SEY,2008,13,85.54,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13844,SEY,2008,23,86.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13845,SEY,2008,33,85.64,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13846,SEY,2008,43,83.67,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13847,SEY,2008,53,82.79,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13848,SEY,2008,63,83.26,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13849,SEY,2008,73,83.71,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13850,SEY,2008,83,84.07,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13851,SEY,2008,93,84.17,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13852,SEY,2008,10,383.84,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13853,SEY,2008,11,384.24,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13854,SEY,2008,12,385.85,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13855,SEY,2009,13,86.99,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13856,SEY,2009,23,87.63,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13857,SEY,2009,33,87.86,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13858,SEY,2009,43,85.77,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13859,SEY,2009,53,84.45,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13860,SEY,2009,63,84.92,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13861,SEY,2009,73,85.14,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13862,SEY,2009,83,85.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13863,SEY,2009,93,85.63,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13864,SEY,2009,10,385.53,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13865,SEY,2009,11,386.26,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13866,SEY,2009,12,387.40,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13867,SEY,2010,13,88.39,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13868,SEY,2010,23,89.11,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13869,SEY,2010,33,89.34,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13870,SEY,2010,43,88.15,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13871,SEY,2010,53,86.73,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13872,SEY,2010,63,86.88,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13873,SEY,2010,73,87.48,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13874,SEY,2010,83,87.55,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13875,SEY,2010,93,87.59,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13876,SEY,2010,10,388.20,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13877,SEY,2010,11,389.02,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13878,SEY,2010,12,389.89,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13879,SEY,2011,13,90.82,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13880,SEY,2011,23,91.61,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13881,SEY,2011,33,90.44,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13882,SEY,2011,43,88.07,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13883,SEY,2011,53,87.92,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13884,SEY,2011,63,89.19,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13885,SEY,2011,73,89.94,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13886,SEY,2011,83,89.97,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13887,SEY,2011,93,89.88,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13888,SEY,2011,10,390.08,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13889,SEY,2011,11,390.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13890,SEY,2011,12,391.02,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13891,SEY,2012,13,92.41,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13892,SEY,2012,23,94.04,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13893,SEY,2012,33,94.69,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13894,SEY,2012,43,92.79,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13895,SEY,2012,53,90.27,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13896,SEY,2012,63,90.45,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13897,SEY,2012,73,91.48,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13898,SEY,2012,83,91.71,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13899,SEY,2012,93,91.59,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13900,SEY,2012,10,391.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13901,SEY,2012,11,392.84,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13902,SEY,2012,12,393.69,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13903,SEY,2013,13,94.88,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13904,SEY,2013,23,96.26,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13905,SEY,2013,33,95.66,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13906,SEY,2013,43,93.58,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13907,SEY,2013,53,92.68,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13908,SEY,2013,63,93.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13909,SEY,2013,73,94.03,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13910,SEY,2013,83,94.32,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13911,SEY,2013,93,94.75,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13912,SEY,2013,10,395.02,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13913,SEY,2013,11,395.20,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13914,SEY,2013,12,396.28,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13915,SEY,2014,13,97.67,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13916,SEY,2014,23,97.48,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13917,SEY,2014,33,97.21,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13918,SEY,2014,43,96.69,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13919,SEY,2014,53,95.23,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13920,SEY,2014,63,95.11,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13921,SEY,2014,73,96.02,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13922,SEY,2014,83,96.49,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13923,SEY,2014,93,96.73,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13924,SEY,2014,10,396.98,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13925,SEY,2014,11,397.44,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13926,SEY,2014,12,398.47,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13927,SEY,2015,13,99.89,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13928,SEY,2015,24,00.78,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13929,SEY,2015,33,99.88,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13930,SEY,2015,43,97.80,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13931,SEY,2015,53,97.30,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13932,SEY,2015,63,98.14,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13933,SEY,2015,73,98.96,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13934,SEY,2015,83,99.05,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13935,SEY,2015,93,99.00,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13936,SEY,2015,10,399.05,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13937,SEY,2015,11,399.76,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13938,SEY,2015,12,401.19,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13939,SEY,2016,14,02.73,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13940,SEY,2016,24,03.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13941,SEY,2016,34,04.27,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13942,SEY,2016,44,03.24,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13943,SEY,2016,54,01.29,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13944,SEY,2016,64,00.92,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13945,SEY,2016,74,01.81,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13946,SEY,2016,84,02.06,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13947,SEY,2016,94,02.12,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13948,SEY,2016,10,402.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13949,SEY,2016,11,403.04,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13950,SEY,2016,12,404.19,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13951,SEY,2017,14,05.50,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13952,SEY,2017,24,06.13,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13953,SEY,2017,34,05.93,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13954,SEY,2017,44,03.63,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
13955,SEY,2017,54,02.59,Mahe Island,Seychelles,-4.6819999999999995,55.532,2.0,+4 hours
